============================= test session starts =============================
platform win32 -- Python 3.11.8, pytest-9.0.2, pluggy-1.6.0 -- C:\Users\Nemo\AppData\Local\Programs\Python\Python311\python.exe
cachedir: .pytest_cache
rootdir: D:\Projet_streamlit\assistant_matanne
configfile: pytest.ini
plugins: anyio-4.12.1, asyncio-1.3.0, cov-7.0.0
tests/services/test_services_coverage_80_part16.py::TestBaseServiceFiltersExecution::test_apply_filters_equal PASSED [ 68%]
tests/services/test_services_coverage_80_part16.py::TestInventaireServiceMethods::test_inventaire_init PASSED [ 68%]
tests/services/test_services_coverage_80_part16.py::TestInventaireServiceMethods::test_inventaire_model_is_article PASSED [ 68%]
tests/services/test_services_coverage_80_part16.py::TestBudgetServiceMethods::test_budget_init PASSED [ 69%]
tests/services/test_services_coverage_80_part16.py::TestBudgetServiceMethods::test_budget_has_ajouter_depense PASSED [ 69%]
tests/services/test_services_coverage_80_part16.py::TestRapportsPDFMethodsAdvanced::test_rapports_pdf_service_model PASSED [ 69%]
tests/services/test_services_coverage_80_part16.py::TestRapportsPDFMethodsAdvanced::test_rapports_pdf_has_generate_methods PASSED [ 70%]
tests/services/test_services_coverage_80_part16.py::TestNotificationsServiceMethods::test_notifications_module_imports PASSED [ 70%]
tests/services/test_services_coverage_80_part16.py::TestBarcodeServiceMethods::test_barcode_module_imports PASSED [ 70%]
tests/services/test_services_coverage_80_part16.py::TestActionHistoryMethods::test_action_history_module PASSED [ 70%]
tests/services/test_services_coverage_80_part16.py::TestCalendarSyncMethods::test_calendar_provider_values PASSED [ 71%]
tests/services/test_services_coverage_80_part16.py::TestCalendarSyncMethods::test_sync_direction_values PASSED [ 71%]
tests/services/test_services_coverage_80_part16.py::TestCalendarSyncMethods::test_external_calendar_config_creation PASSED [ 71%]
tests/services/test_services_coverage_80_part16.py::TestGarminSyncMethods::test_garmin_config_values PASSED [ 71%]
tests/services/test_services_coverage_80_part16.py::TestBackupServiceMethods::test_backup_config_values PASSED [ 72%]
tests/services/test_services_coverage_80_part16.py::TestBackupServiceMethods::test_backup_metadata_creation PASSED [ 72%]
tests/services/test_services_coverage_80_part16.py::TestAuthServiceMethods::test_role_permissions_mapping PASSED [ 72%]
tests/services/test_services_coverage_80_part16.py::TestAuthServiceMethods::test_user_profile_display_name_full PASSED [ 72%]
tests/services/test_services_coverage_80_part16.py::TestAuthServiceMethods::test_user_profile_display_name_email PASSED [ 73%]
tests/services/test_services_coverage_80_part16.py::TestRecipeImportMethods::test_parse_duration_minutes PASSED [ 73%]
tests/services/test_services_coverage_80_part16.py::TestRecipeImportMethods::test_parse_duration_hours PASSED [ 73%]
tests/services/test_services_coverage_80_part16.py::TestTypesModels::test_base_service_generic PASSED [ 74%]
tests/services/test_services_coverage_80_part16.py::TestOpenfoodfactsMethods::test_openfoodfacts_module PASSED [ 74%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_a PASSED [ 74%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_b PASSED [ 74%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_c PASSED [ 75%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_d PASSED [ 75%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_e PASSED [ 75%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_lowercase PASSED [ 75%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_none PASSED [ 76%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNutriscoreEmoji::test_nutriscore_invalid PASSED [ 76%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_1 PASSED [ 76%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_2 PASSED [ 77%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_3 PASSED [ 77%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_4 PASSED [ 77%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_none PASSED [ 77%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsNovaDescription::test_nova_group_invalid PASSED [ 78%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_labels PASSED [ 78%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_allergens PASSED [ 78%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_traces PASSED [ 78%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_completeness PASSED [ 79%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_completeness_over_100 PASSED [ 79%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_no_completeness PASSED [ 79%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_images PASSED [ 80%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_ingredients_text PASSED [ 80%]
tests/services/test_services_coverage_80_part2.py::TestOpenFoodFactsParserFullData::test_parser_with_origin PASSED [ 80%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_none PASSED [ 80%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_empty PASSED [ 81%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_simple PASSED [ 81%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_with_text PASSED [ 81%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_min_cap PASSED [ 81%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_max_cap PASSED [ 82%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParsePortions::test_parse_portions_no_number PASSED [ 82%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_empty PASSED [ 82%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_simple PASSED [ 82%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_with_quantity_grams PASSED [ 83%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_with_quantity_ml PASSED [ 83%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_with_decimal_comma PASSED [ 83%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_with_decimal_dot PASSED [ 84%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserParseIngredient::test_parse_ingredient_number_only PASSED [ 84%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserDurationAdvanced::test_parse_duration_just_number PASSED [ 84%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserDurationAdvanced::test_parse_duration_h_minutes_format PASSED [ 84%]
tests/services/test_services_coverage_80_part2.py::TestRecipeParserDurationAdvanced::test_parse_duration_uppercase PASSED [ 85%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_minimal PASSED [ 85%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_good_name PASSED [ 85%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_with_ingredients PASSED [ 85%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_with_steps PASSED [ 86%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_with_time PASSED [ 86%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_with_image PASSED [ 86%]
tests/services/test_services_coverage_80_part2.py::TestMarmitonParserConfidence::test_confidence_full_recipe PASSED [ 87%]
tests/services/test_services_coverage_80_part2.py::TestBaseServiceApplyFilters::test_apply_filters_empty PASSED [ 87%]
tests/services/test_services_coverage_80_part2.py::TestBaseServiceApplyFilters::test_apply_filters_unknown_field PASSED [ 87%]
tests/services/test_services_coverage_80_part2.py::TestBaseServiceModelToDict::test_model_to_dict_basic PASSED [ 87%]
tests/services/test_services_coverage_80_part2.py::TestRapportsPDFServiceInit::test_service_init SKIPPEDnvestigation) [ 88%]
tests/services/test_services_coverage_80_part2.py::TestRapportStocksValidation::test_rapport_stocks_periode_min PASSED [ 88%]
tests/services/test_services_coverage_80_part2.py::TestRapportStocksValidation::test_rapport_stocks_periode_max PASSED [ 88%]
tests/services/test_services_coverage_80_part2.py::TestRapportBudgetValidation::test_rapport_budget_periode_min PASSED [ 88%]
tests/services/test_services_coverage_80_part2.py::TestProduitOpenFoodFactsEdgeCases::test_default_source PASSED [ 89%]
tests/services/test_services_coverage_80_part2.py::TestProduitOpenFoodFactsEdgeCases::test_default_date_recuperation PASSED [ 89%]
tests/services/test_services_coverage_80_part2.py::TestProduitOpenFoodFactsEdgeCases::test_default_confiance PASSED [ 89%]
tests/services/test_services_coverage_80_part2.py::TestNutritionInfoEdgeCases::test_all_fields_none PASSED [ 90%]
tests/services/test_services_coverage_80_part2.py::TestNutritionInfoEdgeCases::test_full_nutrition_info PASSED [ 90%]
tests/services/test_services_coverage_80_part2.py::TestImportedRecipeValidation::test_recipe_name_min_length FAILED [ 90%]
tests/services/test_services_coverage_80_part2.py::TestImportedRecipeValidation::test_recipe_valid_minimal PASSED [ 90%]
tests/services/test_services_coverage_80_part2.py::TestServiceImports::test_import_io_service_class PASSED [ 91%]
tests/services/test_services_coverage_80_part2.py::TestServiceImports::test_import_openfoodfacts_service_class PASSED [ 91%]
tests/services/test_services_coverage_80_part2.py::TestServiceImports::test_import_recipe_import_classes PASSED [ 91%]
tests/services/test_services_coverage_80_part2.py::TestServiceImports::test_import_rapports_pdf_service PASSED [ 91%]
tests/services/test_suggestions_ia_coverage.py::TestProfilCulinaireModel::test_profil_culinaire_defaults PASSED [ 92%]
tests/services/test_suggestions_ia_coverage.py::TestProfilCulinaireModel::test_profil_culinaire_complete PASSED [ 92%]
tests/services/test_suggestions_ia_coverage.py::TestContexteSuggestionModel::test_contexte_defaults PASSED [ 92%]
tests/services/test_suggestions_ia_coverage.py::TestContexteSuggestionModel::test_contexte_complete PASSED [ 92%]
tests/services/test_suggestions_ia_coverage.py::TestSuggestionRecetteModel::test_suggestion_defaults PASSED [ 93%]
tests/services/test_suggestions_ia_coverage.py::TestSuggestionRecetteModel::test_suggestion_complete PASSED [ 93%]
tests/services/test_suggestions_ia_coverage.py::TestSuggestionsIAServiceInit::test_init_success PASSED [ 93%]
tests/services/test_suggestions_ia_coverage.py::TestAnalyserProfilCulinaire::test_analyser_profil_sans_historique PASSED [ 94%]
tests/services/test_suggestions_ia_coverage.py::TestAnalyserProfilCulinaire::test_analyser_profil_avec_historique PASSED [ 94%]
tests/services/test_suggestions_ia_coverage.py::TestConstruireContexte::test_construire_contexte_minimal PASSED [ 94%]
tests/services/test_suggestions_ia_coverage.py::TestConstruireContexte::test_construire_contexte_avec_inventaire PASSED [ 94%]
tests/services/test_suggestions_ia_coverage.py::TestConstruireContexte::test_construire_contexte_avec_peremption PASSED [ 95%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_recette_nouvelle PASSED [ 95%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_recette_recente PASSED [ 95%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_temps_adapte PASSED [ 95%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_temps_trop_long PASSED [ 96%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_ingredients_disponibles PASSED [ 96%]
tests/services/test_suggestions_ia_coverage.py::TestCalculerScoreRecette::test_calculer_score_ingredients_a_consommer PASSED [ 96%]
tests/services/test_suggestions_ia_coverage.py::TestTrouverIngredientsManquants::test_trouver_pas_de_manquants PASSED [ 97%]
tests/services/test_suggestions_ia_coverage.py::TestTrouverIngredientsManquants::test_trouver_avec_manquants PASSED [ 97%]
tests/services/test_suggestions_ia_coverage.py::TestMixerSuggestions::test_mixer_suggestions_empty PASSED [ 97%]
tests/services/test_suggestions_ia_coverage.py::TestMixerSuggestions::test_mixer_suggestions_with_items PASSED [ 97%]
tests/services/test_suggestions_ia_coverage.py::TestSuggererRecettes::test_suggerer_recettes_sans_contexte PASSED [ 98%]
tests/services/test_suggestions_ia_coverage.py::TestSuggererRecettes::test_suggerer_recettes_avec_recettes PASSED [ 98%]
tests/services/test_suggestions_ia_coverage.py::TestSuggererRecettes::test_suggerer_recettes_pas_de_recettes PASSED [ 98%]
tests/services/test_suggestions_ia_coverage.py::TestSuggererAvecIA::test_suggerer_avec_ia_reponse_vide PASSED [ 98%]
tests/services/test_suggestions_ia_coverage.py::TestModuleExports::test_profil_culinaire_exported PASSED [ 99%]
tests/services/test_suggestions_ia_coverage.py::TestModuleExports::test_contexte_suggestion_exported PASSED [ 99%]
tests/services/test_suggestions_ia_coverage.py::TestModuleExports::test_suggestion_recette_exported PASSED [ 99%]
tests/services/test_suggestions_ia_coverage.py::TestModuleExports::test_service_exported PASSED [100%]

================================== FAILURES ===================================
______________ TestImportedRecipe.test_validation_nom_min_length ______________
tests\services\test_recipe_import_integration.py:125: in test_validation_nom_min_length
    with pytest.raises(ValueError):
E   Failed: DID NOT RAISE <class 'ValueError'>
---------------------------- Captured stdout setup ----------------------------
[32mINFO[0m | src.core.cache            | Cache cleared
---------------------------- Captured stderr setup ----------------------------
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.860 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
----------------------------- Captured log setup ------------------------------
INFO     src.core.cache:cache.py:164 Cache cleared
-------------------------- Captured stdout teardown ---------------------------
[32mINFO[0m | src.core.cache            | Cache cleared
-------------------------- Captured stderr teardown ---------------------------
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:23:57.883 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
---------------------------- Captured log teardown ----------------------------
INFO     src.core.cache:cache.py:164 Cache cleared
__________ TestImportedRecipeValidation.test_recipe_name_min_length ___________
tests\services\test_services_coverage_80_part2.py:617: in test_recipe_name_min_length
    with pytest.raises(ValidationError):
E   Failed: DID NOT RAISE <class 'pydantic_core._pydantic_core.ValidationError'>
---------------------------- Captured stdout setup ----------------------------
[32mINFO[0m | src.core.cache            | Cache cleared
---------------------------- Captured stderr setup ----------------------------
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.811 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
----------------------------- Captured log setup ------------------------------
INFO     src.core.cache:cache.py:164 Cache cleared
-------------------------- Captured stdout teardown ---------------------------
[32mINFO[0m | src.core.cache            | Cache cleared
-------------------------- Captured stderr teardown ---------------------------
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
2026-02-10 09:24:09.830 Thread 'MainThread': missing ScriptRunContext! This warning can be ignored when running in bare mode.
---------------------------- Captured log teardown ----------------------------
INFO     src.core.cache:cache.py:164 Cache cleared
============================== warnings summary ===============================
tests/services/test_suggestions_ia_coverage.py::TestSuggererAvecIA::test_suggerer_avec_ia_reponse_vide
  tests\services\test_suggestions_ia_coverage.py:777: PytestWarning: The test <Function test_suggerer_avec_ia_reponse_vide> is marked with '@pytest.mark.asyncio' but it is not an async function. Please remove the asyncio mark. If the test is not marked explicitly, check for global marks applied via 'pytestmark'.
    @pytest.mark.asyncio

-- Docs: https://docs.pytest.org/en/stable/how-to/capture-warnings.html
=========================== short test summary info ===========================
FAILED tests/services/test_recipe_import_integration.py::TestImportedRecipe::test_validation_nom_min_length - Failed: DID NOT RAISE <class 'ValueError'>
FAILED tests/services/test_services_coverage_80_part2.py::TestImportedRecipeValidation::test_recipe_name_min_length - Failed: DID NOT RAISE <class 'pydantic_core._pydantic_core.ValidationError'>
SKIPPED [1] tests\services\test_barcode_coverage.py:231: QR pattern matches before CODE128
SKIPPED [1] tests\services\test_barcode_coverage.py:347: Decorator catches exception - DB connection
SKIPPED [1] tests\services\test_barcode_coverage.py:414: Decorator catches exception
SKIPPED [1] tests\services\test_barcode_coverage.py:469: Service missing cache attribute
SKIPPED [1] tests\services\test_barcode_coverage.py:683: Decorator catches exception
SKIPPED [1] tests\services\test_barcode_coverage.py:711: Service missing cache attribute
SKIPPED [1] tests\services\test_barcode_coverage.py:776: Decorator catches exception
SKIPPED [1] tests\services\test_services_coverage_80_part2.py:502: model_name attribute not set correctly in RapportsPDFService - needs investigation
======= 2 failed, 360 passed, 8 skipped, 1 warning in 227.44s (0:03:47) =======
